Date,Open,High,Low,Close,Volume,MACD,MACD_signal,MACD_hist,RSI,signal
2021-05-19,830.5746931539404,850.4686977803821,807.7463107027618,815.1071166992188,1855576,8.18271476268967,1.2458722039335346,6.936842558756136,62.04416220245147,
2021-05-20,822.0203184596971,825.0541421078173,799.1422124988725,807.2987060546875,556669,9.56496466352462,2.9096906958517517,6.655273967672868,59.319483100036784,
2021-05-21,806.7019803485762,827.8890855692771,798.7443775831155,822.4679565429688,806206,11.749004201266416,4.677553396934685,7.0714508043317315,62.74253800232881,
2021-05-24,827.0932883639216,834.5535405139269,801.7284310539036,805.4585571289062,684641,11.969379336537713,6.135918584855291,5.833460751682423,56.955303113262424,
2021-05-25,815.0574256325772,826.4964787391195,806.5029668824118,820.2796020507812,720336,13.187940312793899,7.546322930443013,5.641617382350885,60.384182270474426,
2021-05-26,830.2762794789811,832.4148485087508,819.6329750633702,821.6223754882812,499153,14.09947924005678,8.856954192365766,5.242525047691014,60.68970772572031,
2021-05-27,816.648955783599,829.8287349116534,814.1622050047208,823.7113037109375,940317,14.819608237981129,10.04948500148884,4.770123236492289,61.191143233246066,
2021-05-28,824.0096862107409,842.8592068030299,818.2901599479754,822.2191772460938,905813,15.095897413085481,11.058767483808168,4.037129929277313,60.596545191679354,
2021-05-31,827.5905311911032,852.2590829592714,820.2297257395875,847.1364135742188,1296401,17.128030036130667,12.27261999427267,4.855410041857997,66.45796969653722,
2021-06-01,852.4580827885729,858.2273318833119,828.9333984596177,835.7471313476562,697195,17.616418779290598,13.341379751276257,4.275039028014341,61.92370397991496,
2021-06-02,832.0666967973267,850.4686500438904,828.585246183112,848.6284790039062,826415,18.825874516119143,14.438278704244835,4.3875958118743075,64.84513081341349,
2021-06-03,848.6285965568701,859.3216249245968,842.7101175505346,850.2200927734375,404997,19.68588025717395,15.487799014830658,4.1980812423432905,65.20041465656357,
2021-06-04,848.2305637654446,858.6749154740779,843.0083879111278,847.583984375,781342,19.925045563741264,16.37524832461278,3.549797239128484,64.04592059131527,
2021-06-07,846.5893991804419,869.3680602849399,840.5217516484831,852.9555053710938,463126,20.313857144771646,17.162970088644556,3.1508870561270896,65.39070538947809,
2021-06-08,852.9555072484405,864.7426815187437,843.5058543984578,861.26123046875,370448,21.049549620380503,17.940285994991747,3.1092636253887562,67.41989247470408,
2021-06-09,864.3447476802513,868.3235484652811,836.5428650525191,840.3724365234375,465156,19.719723414802615,18.29617347895392,1.423549935848694,58.18079609233584,
2021-06-10,849.4740252228524,880.1605040741558,833.9567253933858,872.252685546875,1034717,20.996264361990825,18.836191655561304,2.1600727064295207,65.86840163591427,
2021-06-11,880.3097828387855,887.7203123620826,863.2506480731096,869.0199584960938,590610,21.499248252608822,19.36880297497081,2.130445277638014,64.57214041667481,
2021-06-14,866.3839375559442,872.8992122000494,845.9925819647882,862.9522094726562,226622,21.164281313159563,19.727898642608558,1.436382670551005,62.1017669423656,
2021-06-15,859.4210078349289,867.2791640199453,848.9269324394666,852.1099853515625,306451,19.795747669308184,19.741468447948485,0.05427922135969965,57.84336695231201,
2021-06-16,852.4580919300439,865.1902426543402,843.6550192327093,846.6888427734375,246452,18.06548631624878,19.406272021608544,-1.3407857053597638,55.783654521124134,SELL
2021-06-17,837.5376519726212,890.2567678331307,824.5568252096825,851.0655517578125,1820950,16.853133137349005,18.895644244756635,-2.0425111074076305,57.11146402143406,
2021-06-18,859.321630772802,860.3163310928484,835.7472210453633,844.6995239257812,1005831,15.203394003321364,18.157194196469582,-2.9538001931482185,54.545687128135796,
2021-06-21,838.5322890104243,858.0781727008567,826.6456091887583,848.7279663085938,649897,14.05896251855745,17.337547860887156,-3.2785853423297056,55.89597729901023,
2021-06-22,856.4369726505257,859.8189780118702,844.5005688505183,848.4793701171875,427455,12.982281032108176,16.46649449513136,-3.4842134630231847,55.7858441603378,
2021-06-23,855.4422561156159,863.1511834236345,844.5005528397185,852.9555053710938,437812,12.347851556915543,15.642765907488197,-3.294914350572654,57.412923403712604,
2021-06-24,855.4421694387215,859.8188745902901,845.4951674685038,852.4580688476562,337562,11.670393623690643,14.848291450728688,-3.177897827038045,57.161174456875635,
2021-06-25,855.4422550168283,863.1511823149451,848.7280280152428,858.9237060546875,302991,11.522403127010648,14.18311378598508,-2.6607106589744323,59.638503035704304,
2021-06-28,858.4262913297042,881.2049506913767,850.7173646115058,876.6790161132812,414235,12.691524729704497,13.884795974728965,-1.1932712450244676,65.53305105054052,
2021-06-29,874.3415106690709,876.330911148409,851.5628508959765,858.0781860351562,324166,11.97904353208196,13.503645486199565,-1.524601954117605,56.26276630881812,
2021-06-30,850.5681847684798,861.1617670304861,841.7651115790342,845.3460083007812,351060,10.268646153059194,12.856645619571491,-2.587999466512297,50.94987579778699,
2021-07-01,846.8878417418246,857.4316404135109,843.505836508883,853.3533935546875,138698,9.450335393132946,12.175383574283783,-2.7250481811508376,53.89836044058882,
2021-07-02,862.0570327663099,904.9783139600006,852.9555008054023,895.0313110351562,1945993,12.026246757522813,12.145556210931591,-0.11930945340877841,65.5171699259173,
2021-07-05,904.6799583273248,916.1190122259111,891.2515037507235,897.1699829101562,1316486,14.077965990221173,12.532038166789508,1.545927823431665,65.99082714439976,BUY
2021-07-06,900.2037647765857,912.7369641783029,886.6758650822977,897.0704345703125,730080,15.517064484567413,13.12904343034509,2.388021054222323,65.94542039146489,
2021-07-07,902.7402480464502,907.3656287411062,888.6154915983655,904.0831298828125,283658,17.027147951111374,13.908664334498347,3.1184836166130268,67.63488707833895,
2021-07-08,909.8523002187382,942.9260824189571,901.1983961924344,916.4172973632812,2179864,19.00014239825748,14.926959947250175,4.073182451007305,70.41495787544591,
2021-07-09,917.0145653348355,920.1996927004905,895.8136543325489,901.0889892578125,507064,19.106638912271933,15.762895740254528,3.3437431720174047,63.15467867104186,
2021-07-12,905.7671350474354,920.5978519987126,890.8369075466535,895.067138671875,576161,18.491961331926063,16.308708858588837,2.1832524733372267,60.514878795475326,
2021-07-13,903.676902947553,932.3429268200315,896.7094636364732,922.4889526367188,842102,19.98713686210499,17.044394459292068,2.9427424028129217,67.23178323970188,
2021-07-14,926.6694616705274,931.6959594895962,910.0471294237166,913.68017578125,684507,20.228102592582673,17.68113608595019,2.546966506632483,63.49515091844157,
2021-07-15,917.0145949055027,923.6336869764597,894.8183346826465,898.6006469726562,439404,18.983448344350222,17.9415985376302,1.0418498067200233,57.59396176618128,
2021-07-16,906.7624415227172,906.7624415227172,873.9159425432993,875.80712890625,569938,15.973669946912196,17.548012819486598,-1.5743428725744018,50.02563523271506,SELL
2021-07-19,873.8164634042515,874.9113224424165,855.9997011382004,865.9531860351562,759172,12.647475817357645,16.567905419060807,-3.9204296017031623,47.141537255360845,
2021-07-20,865.8536503937862,865.8536503937862,834.1020101921764,857.3931884765625,754030,9.2145036790738,15.097225071063407,-5.882721391989607,44.72910097470939,
2021-07-22,862.9671188594854,920.6973298097162,861.0261772031502,916.21826171875,1813383,11.112442989720194,14.300268654794767,-3.1878256650745733,59.91162766533854,
2021-07-23,918.6568280609904,918.6568280609904,883.7200623849685,887.0047607421875,614666,10.142373220845911,13.468689568004997,-3.3263163471590858,52.23739674114354,
2021-07-26,892.3299349412695,892.8276091938859,866.5503843552375,886.9052734375,613423,9.258828138637796,12.626717282131558,-3.3678891434937626,52.212868294906315,
2021-07-27,887.8508460524298,921.6429391707067,880.933161951435,912.7345581054688,947007,10.521534009126071,12.205680627530462,-1.684146618404391,57.7585701804518,
2021-07-28,912.7346038107999,927.3662393809183,894.270900693122,921.9913330078125,740399,12.129362144776678,12.190416930979707,-0.0610547862030284,59.569440358329814,
2021-07-29,922.1903662055907,928.8094578943985,906.2647905344742,910.6443481445312,358868,12.34565762213549,12.221465069210865,0.12419255292462594,56.3788546800825,
2021-07-30,915.4219894815989,938.5638411429601,907.7577942004897,918.6071166992188,720404,13.009635244119522,12.379099104192598,0.6305361399269245,58.07584554440472,
2021-08-02,919.0052963388937,964.4927368417426,918.607193372993,952.150390625,1342173,16.057404403637975,13.114760164081675,2.9426442395562997,64.3649136153842,
2021-08-03,961.4070966610499,961.4070966610499,929.7052119292329,934.3833618164062,572016,16.844954530738846,13.86079903741311,2.984155493325737,59.291411846935105,
2021-08-04,942.5452514738945,948.2685052107454,916.467109253124,924.5792236328125,335436,16.487919196519897,14.386223069234468,2.101696127285429,56.63834332006246,
2021-08-05,926.2712535749997,935.5280428639873,893.8229180444856,911.2415161132812,1041009,14.956317475029437,14.500241950393463,0.456075524635974,53.153788141308105,
2021-08-06,916.9151007104824,932.5918404465046,908.0067189959523,915.0736694335938,636462,13.891601092290898,14.378513778772952,-0.48691268648205366,54.028908900652624,SELL
2021-08-09,922.0410364180789,934.084789428115,912.3862048021302,924.5792236328125,670460,13.65739057364658,14.234289137747679,-0.5768985641010982,56.21389688446192,
2021-08-10,928.0131847838892,959.6155008544952,916.4174107709387,941.400634765625,2198799,14.660131476202082,14.319457605438561,0.3406738707635206,59.85063930289504,
2021-08-11,916.7159849481408,925.6741216088718,848.0369372158697,896.3113403320312,2959134,11.68182087266166,13.79193025888318,-2.11010938622152,48.276091226019055,SELL
2021-08-12,901.2881077828978,909.1513855913894,876.0062304313906,892.529052734375,592714,8.913539527366538,12.816252112579852,-3.9027125852133135,47.447173573027705,
2021-08-13,896.3112714587476,899.7949910035622,872.572235432438,878.7433471679688,738531,5.54336492928951,11.361674675921785,-5.818309746632275,44.45130383015744,
2021-08-16,880.8337315615868,885.01420771718,861.9221086802767,870.6314086914062,436930,2.1926362924458545,9.527866999226598,-7.335230706780743,42.74113508633581,
2021-08-17,865.953189736795,904.6722704519635,862.967144254944,883.2722778320312,973907,0.5508226617785112,7.732458131736981,-7.1816354699584695,46.21379560307943,
2021-08-18,890.4885183621158,899.6954915584159,874.5629431036506,896.5601196289062,477749,0.31822303565843413,6.249611112521272,-5.931388076862838,49.6693246610835,
2021-08-20,877.6485261288902,910.7438632355368,867.6950412847859,893.0266723632812,879721,-0.14951004913677934,4.9697868801896625,-5.119296929326442,48.77201326513447,
2021-08-23,895.3159781435884,897.5555122745757,862.1211298803438,880.087158203125,710233,-1.5464757317763542,3.6665343577964595,-5.213010089572814,45.52831432658217,
2021-08-24,884.5661829126243,898.7996536496279,872.1243272419484,896.5601196289062,512709,-1.30925846646835,2.671375792943498,-3.980634259411848,50.08010146206064,
2021-08-25,898.5011438988382,918.2587882204807,886.2085529149131,912.4857788085938,761172,0.16193879523189025,2.1694883934011764,-2.007549598169286,54.0755497522161,
2021-08-26,915.720587031979,959.6652460253719,915.6708317590205,936.9712524414062,3121784,3.2659979220277364,2.3887902991264887,0.8772076229012478,59.44939257390582,
2021-08-27,941.3010491623288,953.5438230491401,935.6275507997825,944.0880126953125,638508,6.22845249550403,3.1567227384019967,3.071729757102033,60.882155767974496,
2021-08-30,950.5577673163476,1002.3158865838346,946.5763735265409,986.6889038085938,1981330,11.876846082101792,4.900747407141957,6.976098674959836,68.13913181317173,
2021-08-31,990.3717591933104,1010.2289739525119,971.4601376609758,1002.2164306640625,968660,17.405540110418315,7.401705947797229,10.003834162621086,70.30175033969485,
2021-09-01,999.7778376900011,1031.877766857268,983.6034241651656,989.7745971679688,861143,20.546273328238044,10.030619423885392,10.515653904352652,66.4118821840972,
2021-09-02,994.7513323378885,1008.9350487072428,980.9657189246418,995.84619140625,600794,23.257159881683492,12.67592751544501,10.581232366238481,67.36097557935886,
2021-09-03,1004.2071552135845,1012.9164548423778,979.5722791207123,991.0685424804688,454344,24.734911997777317,15.087724411911474,9.647187585865844,65.78571976726023,
2021-09-06,995.4479294716118,1019.137270443148,991.0684328790667,1005.202392578125,646921,26.73830227318774,17.417839984166726,9.320462289021016,68.15804067481716,
2021-09-07,1005.1029010412616,1017.1964095913925,988.6298955510686,994.3531494140625,597743,27.137733350257122,19.361818657384806,7.775914692872316,64.46315318298039,
2021-09-08,996.3437237249506,1045.1157941170811,990.371633472853,1029.0408935546875,2226426,29.90852950048668,21.471160826005182,8.437368674481498,70.05298736020019,
2021-09-09,1033.7192155801893,1040.4875123628242,1005.6005601852897,1017.7935791015625,1228907,30.84132157633769,23.345192976071687,7.496128600266005,66.40559749744315,
2021-09-13,1009.2833209434976,1022.9195460081069,993.6065829702628,1001.4200439453125,448685,29.9145225739976,24.659058895656873,5.255463678340728,61.39417522740157,
2021-09-14,1005.2522307508235,1018.9880279145867,995.3982562902698,999.3298950195312,529047,28.68075623251218,25.463398363027938,3.2173578694842426,60.76376903261396,
2021-09-15,1001.0717871989399,1005.302018464757,982.4090022026883,997.0903930664062,635701,27.208634228164556,25.81244553605526,1.3961886921092947,60.05225815608611,
2021-09-16,1004.8042663681487,1005.7498595516323,985.5442980443552,991.1182250976562,286275,25.268780122086923,25.703712453261595,-0.43493233117467156,58.098516510321,SELL
2021-09-17,995.3485427635304,995.3485427635304,959.5159952240434,977.8801879882812,562721,22.40496234794955,25.043962432199187,-2.6390000842496377,53.91158233175691,
2021-09-20,966.4833448174879,997.7870657159456,948.5670727199443,974.595458984375,569477,19.64387360325179,23.96394466640971,-4.3200710631579184,52.893014298081425,
2021-09-21,976.9345452916524,986.5396825438231,951.8019958585254,982.5582885742188,432370,17.89197710556141,22.749551154240052,-4.857574048678643,55.10731260243378,
2021-09-22,980.4183306248996,990.3718162150001,971.4104383161097,979.1243896484375,252879,16.041582190436202,21.407957361479284,-5.366375171043082,53.930015362721626,
2021-09-23,984.3996875931362,1027.0006529069656,981.5131525807847,1001.8680419921875,1207650,16.223340980190642,20.37103408522156,-4.147693105030918,60.021957897518575,
2021-09-24,1012.567913684696,1020.5804561426955,973.4507337723152,982.956298828125,834581,14.672234127392926,19.231274093655834,-4.559039966262908,53.66715166160427,
2021-09-27,990.371737443338,1003.3112676812913,978.1289632915247,998.6331176757812,314717,14.540346967009441,18.293088668326554,-3.752741701317113,57.66816763226105,
2021-09-28,1004.3065945236485,1015.2554275660273,989.3266123750074,1009.2335815429688,612126,15.116935660193917,17.65785806670003,-2.5409224065061125,60.17263009383878,
2021-09-29,1009.2336722628926,1009.2336722628926,965.4880914337615,1004.9038696289062,415354,15.05101604307481,17.136489661974984,-2.085473618900174,58.6464424077829,
2021-09-30,1008.2880429874093,1036.7549861394652,996.5926979675652,1021.0782470703125,941677,16.118111796577068,16.9328140888954,-0.8147022923183336,62.47538177540615,
2021-10-01,1021.078120238891,1084.9297436739619,1015.2553564655423,1039.4920654296875,3294173,18.239381879452708,17.194127647006866,1.045254232445842,66.30085731245825,BUY
2021-10-04,1048.5996003412345,1052.4814836273351,1016.0019383467633,1041.2838134765625,1043541,19.836420883969822,17.72258629439946,2.113834589570363,66.65705481770257,
2021-10-05,1045.1158793033462,1063.032151519975,1035.4112318526725,1044.966552734375,675246,21.155385960679496,18.40914622765547,2.7462397330240265,67.41932822747222,
2021-10-06,1055.0195532865416,1092.693589760622,1031.2308222559702,1039.6912841796875,1324497,21.526856994073114,19.032688380939,2.4941686131341143,65.12266527671738,
2021-10-07,1054.0740412028183,1121.7079218744636,1050.1424633045256,1103.692138671875,1988186,26.678056515407093,20.56176200783262,6.116294507574473,75.8647834473162,
2021-10-08,1114.7404107854397,1114.7404107854397,1083.0385880111064,1098.2176513671875,439597,29.973161922170334,22.444041990700164,7.52911993147017,73.77173632743602,
2021-10-11,1109.6146339641862,1134.6973693164937,1090.553684556306,1098.018798828125,681017,32.19735983692112,24.394705559944356,7.802654276976767,73.69220601077758,
2021-10-12,1103.841477761526,1137.6833264936197,1089.9065988718403,1128.3270263671875,1064340,35.99079390615884,26.713923229187255,9.276870676971587,77.6475318991337,
2021-10-13,1119.9162712235297,1204.3217422398006,1098.4664647047528,1168.738037109375,1433510,41.776376510708815,29.726413885491567,12.049962625217248,81.61629171466168,
2021-10-14,1169.5843553352836,1178.492676203896,1139.674082984342,1149.080078125,563063,44.265000039614506,32.634131116316155,11.630868923298351,74.67079217732207,
2021-10-18,1160.526498592293,1174.461377155444,1140.3706920991638,1148.9307861328125,571535,45.69842253109414,35.246989399271754,10.451433131822384,74.6188574333148,
2021-10-19,1154.604392825788,1169.0867637678423,1089.1104053903532,1111.4560546875,832711,43.311257330421085,36.85984298550162,6.451414344919463,62.80966011967216,
2021-10-20,1111.4559263022272,1132.9056135656274,1079.9531219915584,1106.2303466796875,574423,40.530530026359656,37.59398039367323,2.936549632686429,61.35155559815409,
2021-10-21,1117.2786698013508,1118.4233448548769,1062.0866451368856,1075.32470703125,470149,35.42460398966864,37.16010511287231,-1.7355011232036688,53.4488174073649,SELL
2021-10-22,1075.9218786707183,1107.5241925528378,1038.5466165714745,1045.9619140625,814132,28.678204333903295,35.46372495707851,-6.785520623175216,47.22485502997709,
2021-10-25,1056.064753296939,1079.9531171792448,1004.4559581267076,1015.9024658203125,772852,20.667841731474937,32.5045483119578,-11.836706580482861,41.851909248785766,
2021-10-26,1019.2369290579751,1049.3462231048538,1011.7718148314763,1036.605712890625,999447,15.807926732543592,29.16522399607496,-13.357297263531368,46.377074778294855,
2021-10-27,1047.3553279616176,1067.2622954686096,1021.476270202528,1029.0408935546875,476913,11.216692336410915,25.57551766414215,-14.358825327731235,44.99908045396459,
2021-10-28,1032.674041985657,1039.2931336396068,995.3484742030428,1001.02197265625,495393,5.256618224050726,21.51173777612387,-16.255119552073143,40.23101121471796,
2021-10-29,1000.8229314275528,1033.271268702923,984.8973551939965,998.48388671875,446580,0.32467161423528523,17.274324543746154,-16.94965292951087,39.81941310648652,
2021-11-01,1009.2833526439595,1023.3675578516703,992.0140809204231,1019.9335327148438,539353,-1.832006209883275,13.45305839302027,-15.285064602903544,44.94569187885451,
2021-11-02,1034.1671063763195,1063.0322132915392,1025.2089697474582,1032.624267578125,1518927,-2.4884671803140463,10.264753278353407,-12.753220458667453,47.77991911100336,
2021-11-03,1091.8972398574567,1127.0330884283437,1070.1489007205032,1087.06982421875,5869336,1.3688054344729608,8.485563709577317,-7.116758275104356,57.813896649820414,
2021-11-04,1094.8833990406165,1098.267608392698,1085.1787507309382,1089.2099609375,141116,4.546009353144427,7.69765283829074,-3.1516434851463124,58.154266068615705,
2021-11-08,1094.6842747947098,1110.7093605521472,1079.9530691218192,1095.4307861328125,1102344,7.479713471921514,7.654064965016895,-0.17435149309538112,59.18510535929916,
2021-11-09,1094.883311546407,1127.7298108927992,1089.0107313021583,1122.1558837890625,1034509,11.82487732705249,8.488227437424015,3.3366498896284753,63.36091229981584,
2021-11-10,1121.7576927858165,1128.6256213278614,1103.841420851349,1119.1199951171875,503041,14.852272392694658,9.761036428478144,5.091235964216514,62.5776767489728,
2021-11-11,1118.4730793934293,1150.2745373972032,1115.9350135778493,1141.86376953125,979707,18.869224635072214,11.582674069796958,7.286550565275256,65.97140006179882,
2021-11-12,1144.849730463585,1154.6041938053527,1123.350228396674,1143.8046875,502799,21.956206604412728,13.657380576720112,8.298826027692616,66.25266429095967,
2021-11-15,1151.568301567815,1167.5436922494632,1134.6971945135447,1151.817138671875,724923,24.763738934793082,15.878652248334706,8.885086686458376,67.44879964897888,
2021-11-16,1141.3661222777484,1197.1056405207153,1135.9415213354628,1184.8131103515625,1245041,29.31332196085191,18.565586190838147,10.747735770013762,71.87044501865846,
2021-11-17,1184.315361423497,1194.4181727686653,1139.6740065167683,1147.8358154296875,792324,29.593999415297276,20.771268835729973,8.822730579567303,61.747734325833235,
2021-11-18,1149.5777329877283,1152.6135945969522,1090.40431164159,1132.3582763671875,1003276,28.24197436846339,22.265409942276655,5.976564426186734,58.06147399338764,
2021-11-22,1107.2257376516013,1134.24947475099,1096.475924843306,1107.6239013671875,724443,24.88773708825488,22.7898753714723,2.0978617167825817,52.65190368589095,
2021-11-23,1103.841492377879,1121.4094177969273,1088.4634065719927,1106.72802734375,1337545,21.904686737637576,22.61283764470536,-0.7081509070677825,52.46125051276295,SELL
2021-11-24,1105.9815905581402,1112.7997039787958,1084.9299439507045,1090.6531982421875,1045914,18.035590417939602,21.697388199352208,-3.6617977814126057,49.03056461123832,
2021-11-25,1084.9298185067134,1093.8381385989576,1072.4879627898933,1087.5177001953125,602587,14.548588153263836,20.267628190134534,-5.719040036870698,48.366165820717434,
2021-11-26,1077.9625734645526,1086.7713845981773,1020.2323525403199,1036.804931640625,904556,7.6053474269670005,17.73517203750103,-10.12982461053403,39.13042093902487,
2021-11-29,1030.1856349856123,1051.9837901133433,987.7838157591674,1021.9241943359375,850287,0.8917484697856253,14.36648732395795,-13.474738854172324,36.90357331604089,
2021-11-30,1020.232126428932,1062.833087235937,998.1353794428561,1009.6814575195312,1075312,-5.354984686805437,10.422192921805273,-15.77717760861071,35.13216126378573,
2021-12-01,1027.348945270755,1033.7191997647435,1001.3205585390464,1019.4358520507812,839843,-9.409995035638076,6.455755330316603,-15.865750365954678,37.698171900427425,
2021-12-02,1028.1949615680014,1039.9898165458956,1015.4545134006612,1026.5526123046875,904904,-11.912042268336336,2.782195810586016,-14.694238078922352,39.5762070204077,
2021-12-03,1031.6787685898066,1032.0769323089633,1009.0843444308838,1016.2011108398438,661928,-14.562346715442573,-0.6867126946197017,-13.87563402082287,37.791751861313635,
2021-12-06,1024.3131646078325,1024.3131646078325,984.4992227592918,993.3578491210938,373519,-18.295097895549134,-4.208389734805588,-14.086708160743544,34.13412273694405,
2021-12-07,1000.3251912553791,1031.1809931746993,990.5210333331266,1013.2149658203125,644619,-19.427083409420902,-7.252128469728651,-12.17495493969225,39.606032875487905,
2021-12-08,1031.1809726975264,1047.106547565442,1013.2647009711216,1036.15771484375,550648,-18.262384577571538,-9.45417969129723,-8.808204886274309,45.26405977897674,
2021-12-09,1045.7131248419066,1045.7131248419066,1022.8201090125943,1032.624267578125,214644,-17.423623342154542,-11.048068421468692,-6.37555492068585,44.57148543201035,
2021-12-10,1035.1624355947833,1035.1624355947833,1020.2322081583202,1031.1312255859375,232075,-16.687017480823897,-12.175858233339735,-4.511159247484162,44.26329811646718,
2021-12-13,1035.162424242424,1047.8033013989998,1023.2182424242424,1026.453125,337088,-16.292920998251248,-12.999270786322038,-3.2936502119292097,43.25412107961577,
2021-12-14,1020.232137953616,1037.7005514532339,996.1446938633886,1025.65673828125,616598,-15.862011059289898,-13.571818840915611,-2.290192218374287,43.07407705745786,
2021-12-15,1030.1856585699995,1081.8939625899775,1025.6567744651418,1031.280517578125,1671114,-14.895019327768296,-13.83645893828615,-1.058560389482146,44.820766991951814,
2021-12-16,1042.129751207149,1048.649331680548,1000.3251193535672,1026.4031982421875,1121604,-14.356734820436941,-13.94051411471631,-0.4162207057206313,43.57208545621572,
2021-12-17,1026.4033946050474,1058.9513656764898,1008.4374258561763,1030.2852783203125,805803,-13.461710829025606,-13.84475345757817,0.3830426285525643,44.888174234511084,
2021-12-20,1025.208969860539,1025.208969860539,966.0852438030323,1003.2117919921875,852808,-14.766779707183332,-14.029158707499203,-0.737620999684129,38.19722968487255,SELL
2021-12-21,1019.2368413450306,1029.83732693491,1003.4107762463021,1013.6130981445312,377839,-14.791253355043636,-14.18157763700809,-0.6096757180355468,41.78728953440839,
2021-12-22,1025.2089670656076,1059.4986746931597,1010.8261689210873,1039.9898681640625,843395,-12.537736771552318,-13.852809463916937,1.3150726923646197,49.75771563725981,
2021-12-23,1039.143860706198,1051.9340649594083,1027.1996783992302,1037.302490234375,577082,-10.843658636181772,-13.250979298369904,2.4073206621881322,49.02127100244663,
2021-12-24,1038.4967593519764,1047.8530588873755,1015.5042349369222,1036.15771484375,288355,-9.484136098192721,-12.497610658334468,3.0134745601417467,48.690671908950804,
2021-12-27,1015.2555120077322,1063.0322419845668,1015.2555120077322,1046.1611328125,834703,-7.512908333335872,-11.500670193334749,3.9877618599988764,51.75265855584169,
2021-12-28,1049.595011526372,1054.1735904055972,1027.1996698864066,1029.9866943359375,335064,-7.173150523292634,-10.635166259326327,3.4620157360336936,46.88107651069696,
2021-12-29,1035.8093462374673,1046.0116674308117,1022.2228161526614,1033.6195068359375,252419,-6.535416193221181,-9.815216246105297,3.2798000528841165,48.063594349752975,
